"220","27","A49.3","Mycoplasma infection, unspecified"
"221","27","A49.8","Other bacterial infections of unspecified site"
"222","27","A49.9","Bacterial infection, unspecified"
"223","28","A50.0","Early congenital syphilis, symptomatic"
"224","28","A50.1","Early congenital syphilis, latent"
"225","28","A50.2","Early congenital syphilis, unspecified"
"226","28","A50.3","Late congenital syphilitic oculopathy"
"227","28","A50.4","Late congenital neurosyphilis [juvenile neurosyphilis]"
"228","28","A50.5","Other late congenital syphilis, symptomatic"
"229","28","A50.6","Late congenital syphilis, latent"
"230","28","A50.7","Late congenital syphilis, unspecified"
"231","28","A50.9","Congenital syphilis, unspecified"
"232","29","A51.0","Primary genital syphilis"
"233","29","A51.1","Primary anal syphilis"
"234","29","A51.2","Primary syphilis of other sites"
"235","29","A51.3","Secondary syphilis of skin and mucous membranes"
"236","29","A51.4","Other secondary syphilis"
"237","29","A51.5","Early syphilis, latent"
"238","29","A51.9","Early syphilis, unspecified"
"239","30","A52.0","Cardiovascular syphilis"
"240","30","A52.1","Symptomatic neurosyphilis"
"241","30","A52.2","Asymptomatic neurosyphilis"
"242","30","A52.3","Neurosyphilis, unspecified"
"243","30","A52.7","Other symptomatic late syphilis"
"244","30","A52.8","Late syphilis, latent"
"245","30","A52.9","Late syphilis, unspecified"
"246","30","A53.0","Latent syphilis, unspecified as early or late"
"247","30","A53.9","Syphilis, unspecified"
"248","31","A54.0","Gonococcal infection lower genitourinary tract without periurethral / accessory gland abscess"
"249","31","A54.1","Gonococcal infection lower genitourinary tract with periurethral / accessory gland abscess"
"250","31","A54.2","Gonococcal pelviperitonitis and other gonococcal genitourinary infections"
"251","31","A54.3","Gonococcal infection of eye"
"252","31","A54.4","Gonococcal infection of musculoskeletal system"
"253","31","A54.5","Gonococcal pharyngitis"
"254","31","A54.6","Gonococcal infection of anus and rectum"
"255","31","A54.8","Other gonococcal infections"
"256","31","A54.9","Gonococcal infection, unspecified"
"257","32","A55","Chlamydial lymphogranuloma (venereum)"
"258","32","A56.0","Chlamydial infection of lower genitourinary tract"
"259","32","A56.1","Chlamydial infection of pelviperitoneum other genitourinary organs"
"260","32","A56.2","Chlamydial infection of genitourinary tract, unspecified"
"261","32","A56.3","Chlamydial infection of anus and rectum"
"262","32","A56.4","Chlamydial infection of pharynx"
"263","32","A56.8","Sexually transmitted chlamydial infection of other sites"
"264","33","A57","Chancroid"
"265","33","A58","Granuloma inguinale"
"266","33","A59.0","Urogenital trichomoniasis"
"267","33","A59.8","Trichomoniasis of other sites"
"268","33","A59.9","Trichomoniasis, unspecified"
"269","33","A60.0","Herpesviral infection of genitalia and urogenital tract"
"270","33","A60.1","Herpesviral infection of perianal skin and rectum"
"271","33","A60.9","Anogenital herpesviral infection, unspecified"
"272","33","A63.0","Anogenital (venereal) warts"
"273","33","A63.8","Other specified predominantly sexually transmitted diseases"
"274","33","A64","Unspecified sexually transmitted disease"
"275","85","A65","Nonvenereal syphilis"
"276","82","A66.0","Initial lesions of yaws"
"277","82","A66.1","Multiple papillomata and wet crab yaws"
"278","82","A66.2","Other early skin lesions of yaws"
"279","82","A66.3","Hyperkeratosis of yaws"
"280","82","A66.4","Gummata and ulcers of yaws"
"281","82","A66.5","Gangosa"
"282","82","A66.6","Bone and joint lesions of yaws"
"283","82","A66.7","Other manifestations of yaws"
"284","82","A66.8","Latent yaws"
"285","82","A66.9","Yaws, unspecified"
"286","85","A67.0","Primary lesions of pinta"
"287","85","A67.1","Intermediate lesions of pinta"
"288","85","A67.2","Late lesions of pinta"
"289","85","A67.3","Mixed lesions of pinta"
"290","85","A67.9","Pinta, unspecified"
"291","34","A68.0","Louse-borne relapsing fever"
"292","34","A68.1","Tick-borne relapsing fever"
"293","34","A68.9","Relapsing fever, unspecified"
"294","85","A69.0","Necrotizing ulcerative stomatitis"
"295","85","A69.1","Other vincent's infections"
"296","85","A69.2","Lyme disease"
"297","85","A69.8","Other specified spirochaetal infections"
"298","85","A69.9","Spirochaetal infection, unspecified"
"299","83","A70","Chlamydia psittaci infection"
"300","35","A71.0","Initial stage of trachoma"
"301","35","A71.1","Active stage of trachoma"
"302","35","A71.9","Trachoma, unspecified"
"303","85","A74.0","Chlamydial conjunctivitis"
"304","85","A74.8","Other chlamydial diseases"
"305","85","A74.9","Chlamydial infection, unspecified"
"306","36","A75.0","Epidemic louse-borne typhus fever due to rickettsia prowazekii"
"307","36","A75.1","Recrudescent typhus [brill's disease]"
"308","36","A75.2","Typhus fever due to rickettsia typhi"
"309","36","A75.3","Typhus fever due to rickettsia tsutsugamushi"
"310","36","A75.9","Typhus fever, unspecified"
"311","85","A77.0","Spotted fever due to rickettsia rickettsii"
"312","85","A77.1","Spotted fever due to rickettsia conorii"
"313","85","A77.2","Spotted fever due to rickettsia sibirica"
"314","85","A77.3","Spotted fever due to rickettsia australis"
"315","85","A77.8","Other spotted fevers"
"316","85","A77.9","Spotted fever, unspecified"
"317","85","A78","Q fever"
"318","85","A79.0","Trench fever"
"319","85","A79.1","Rickettsialpox due to rickettsia akari"
"320","85","A79.8","Other specified rickettsioses"
"321","85","A79.9","Rickettsiosis, unspecified"
"322","37","A80.0","Acute paralytic poliomyelitis, vaccine-associated"
"323","37","A80.1","Acute paralytic poliomyelitis, wild virus, imported"
"324","37","A80.2","Acute paralytic poliomyelitis, wild virus, indigenous"
"325","37","A80.3","Acute paralytic poliomyelitis, other and unspecified"
"326","37","A80.4","Acute nonparalytic poliomyelitis"
"327","37","A80.9","Acute poliomyelitis, unspecified"
"328","57","A81.0","Creutzfeldt-jakob disease"
"329","57","A81.1","Subacute sclerosing panencephalitis"
"330","57","A81.2","Progressive multifocal leukoencephalopathy"
"331","57","A81.8","Other atypical virus infections of central nervous system"
"332","57","A81.9","Atypical virus infection of central nervous system, unspecified"
"333","38","A82.0","Sylvatic rabies"
"334","38","A82.1","Urban rabies"
"335","38","A82.9","Rabies, unspecified"
"336","39","A83.0","Japanese encephalitis"
"337","39","A83.1","Western equine encephalitis"
"338","39","A83.2","Eastern equine encephalitis"
"339","39","A83.3","St louis encephalitis"
"340","39","A83.4","Australian encephalitis"
"341","39","A83.5","California encephalitis"
"342","39","A83.6","Rocio virus disease"
"343","39","A83.8","Other mosquito-borne viral encephalitis"
"344","39","A83.9","Mosquito-borne viral encephalitis, unspecified"
"345","39","A84.0","Far east tick-born enceph-russn spring-summ enceph"
"346","39","A84.1","Central european tick-borne encephalitis"
"347","39","A84.8","Other tick-borne viral encephalitis"
"348","39","A84.9","Tick-borne viral encephalitis, unspecified"
"349","39","A85.0","Enteroviral encephalitis"
"350","39","A85.1","Adenoviral encephalitis"
"351","39","A85.2","Arthropod-borne viral encephalitis, unspecified"
"352","39","A85.8","Other specified viral encephalitis"
"353","39","A86","Unspecified viral encephalitis"
"354","57","A87.0","Enteroviral meningitis"
"355","57","A87.1","Adenoviral meningitis"
"356","57","A87.2","Lymphocytic choriomeningitis"
"357","57","A87.8","Other viral meningitis"
"358","57","A87.9","Viral meningitis, unspecified"
"359","57","A88.0","Enteroviral exanthematous fever [boston exanthem]"
"360","57","A88.1","Epidemic vertigo"
"361","57","A88.8","Other specified viral infections of central nervous system"
"362","57","A89","Unspecified viral infection of central nervous system"
"363","41","A90","Dengue fever [classical dengue]"
"364","42","A91","Dengue haemorrhagic fever"
"365","43","A92.0","Chikungunya virus disease"
"366","44","A92.1","O'nyong-nyong fever"
"367","44","A92.2","Venezuelan equine fever"
"368","44","A92.3","West nile fever"
"369","44","A92.4","Rift valley fever"
"370","44","A92.8","Other specified mosquito-borne viral fevers"
"371","44","A92.9","Mosquito-borne viral fever, unspecified"
"372","45","A93.0","Oropouche virus disease"
"373","45","A93.1","Sandfly fever"
"374","45","A93.2","Colorado tick fever"
"375","45","A93.8","Other specified arthropod-borne viral fevers"
"376","45","A94","Unspecified arthropod-borne viral fever"
"377","40","A95.0","Sylvatic yellow fever"
"378","40","A95.1","Urban yellow fever"
"379","40","A95.9","Yellow fever, unspecified"
"380","45","A96.0","Junin haemorrhagic fever"
"381","45","A96.1","Machupo haemorrhagic fever"
"382","45","A96.2","Lassa fever"
"383","45","A96.8","Other arenaviral haemorrhagic fevers"
"384","45","A96.9","Arenaviral haemorrhagic fever, unspecified"
"385","45","A98.0","Crimean-congo haemorrhagic fever"
"386","45","A98.1","Omsk haemorrhagic fever"
"387","45","A98.2","Kyasanur forest disease"
"388","45","A98.3","Marburg virus disease"
"389","45","A98.4","Ebola virus disease"
"390","45","A98.5","Haemorrhagic fever with renal syndrome"
"391","45","A98.8","Other specified viral haemorrhagic fevers"
"392","45","A99","Unspecified viral haemorrhagic fever"
"393","46","B00.0","Eczema herpeticum"
"394","46","B00.1","Herpesviral vesicular dermatitis"
"395","46","B00.2","Herpesviral gingivostomatitis and pharyngotonsillitis"
"396","46","B00.3","Herpesviral meningitis"
"397","46","B00.4","Herpesviral encephalitis"
"398","46","B00.5","Herpesviral ocular disease"
"399","46","B00.7","Disseminated herpesviral disease"
"400","46","B00.8","Other forms of herpesviral infection"
"401","46","B00.9","Herpesviral infection, unspecified"
"402","47","B01.0","Varicella meningitis"
"403","47","B01.1","Varicella encephalitis"
"404","47","B01.2","Varicella pneumonia"
"405","47","B01.8","Varicella with other complications"
"406","47","B01.9","Varicella without complication"
"407","47","B02.0","Zoster encephalitis"
"408","47","B02.1","Zoster meningitis"
"409","47","B02.2","Zoster with other nervous system involvement"
"410","47","B02.3","Zoster ocular disease"
"411","47","B02.7","Disseminated zoster"
"412","47","B02.8","Zoster with other complications"
"413","47","B02.9","Zoster without complication"
"414","57","B03","Smallpox"
"415","57","B04","Monkeypox"
"416","48","B05.0","Measles complicated by encephalitis"
"417","48","B05.1","Measles complicated by meningitis"
"418","48","B05.2","Measles complicated by pneumonia"
"419","48","B05.3","Measles complicated by otitis media"
"420","48","B05.4","Measles with intestinal complications"
"421","48","B05.8","Measles with other complications"
"422","48","B05.9","Measles without complication"
"423","49","B06.0","Rubella with neurological complications"
"424","49","B06.8","Rubella with other complications"
"425","49","B06.9","Rubella without complication"
"426","57","B07","Viral warts"
"427","57","B08.0","Other orthopoxvirus infections"
"428","57","B08.1","Molluscum contagiosum"
"429","57","B08.2","Exanthema subitum [sixth disease]"
"430","57","B08.3","Erythema infectiosum [fifth disease]"
"431","57","B08.4","Enteroviral vesicular stomatitis with exanthem"
"432","57","B08.5","Enteroviral vesicular pharyngitis"
"433","57","B08.6","Exanthematic febrile disease (MEXICO)"
"434","57","B08.8","Other specified viral infections characterized skin / mucous membrane lesions"
"435","57","B09","Unspecified viral infection characterized skin / mucous membrane lesions"
"436","51","B15.0","Hepatitis a with hepatic coma"
"437","51","B15.9","Hepatitis a without hepatic coma"
"438","50","B16.0","Acute hepatitis b with delta-agent (coinfection) with hepatitis coma"
"439","50","B16.1","Acute hepatitis b with delta-agent (coinfection) without hepatitis coma"
"440","50","B16.2","Acute hepatitis b without delta-agent with hepatic coma"
"441","50","B16.9","Acute hepatitis b without delta-agent and without hepatatitis coma"
"442","54","B17.0","Acute delta-(super)infection of hepatitis b carrier"
"443","52","B17.1","Acute hepatitis c"
"444","53","B17.2","Acute hepatitis e"
"445","54","B17.8","Other specified acute viral hepatitis"
"446","54","B18.0","Chronic viral hepatitis b with delta-agent"
"447","54","B18.1","Chronic viral hepatitis b without delta-agent"
"448","54","B18.2","Chronic viral hepatitis c"
"449","54","B18.8","Other chronic viral hepatitis"
"450","54","B18.9","Chronic viral hepatitis, unspecified"
"451","54","B19.0","Unspecified viral hepatitis hepatic with coma"
"452","54","B19.9","Unspecified viral hepatitis without hepatic coma"
"453","55","B20.0","HIV disease resulting in mycobacterial infection"
"454","55","B20.1","HIV disease resulting in other bacterial infections"
"455","55","B20.2","HIV disease resulting in cytomegaloviral disease"
"456","55","B20.3","HIV disease resulting in other viral infections"
"457","55","B20.4","HIV disease resulting in candidiasis"
"458","55","B20.5","HIV disease resulting in other mycoses"
"459","55","B20.6","HIV disease resulting in pneumocystis carinii pneumonia"
"460","55","B20.7","HIV disease resulting in multiple infections"
"461","55","B20.8","HIV disease resulting in other infectious and parasitic disease"
"462","55","B20.9","HIV disease resulting in unspecified infectious or parasitic disease"
"463","55","B21.0","HIV disease resulting in kaposi's sarcoma"
"464","55","B21.1","HIV disease resulting in burkitt's lymphoma"
"465","55","B21.2","HIV dis resulting oth types of non-hodgkin's lymphoma"
"466","55","B21.3","HIV dis result oth mal neo lymphoid haematopoietic rel tis"
"467","55","B21.7","HIV disease resulting in multiple malignant neoplasms"
"468","55","B21.8","HIV disease resulting in other malignant neoplasms"
"469","55","B21.9","HIV disease resulting in unspecified malignant neoplasm"
"470","55","B22.0","HIV disease resulting in encephalopathy"
"471","55","B22.1","HIV disease resulting in lymphoid interstitial pneumonitis"
"472","55","B22.2","HIV disease resulting in wasting syndrome"
"473","55","B22.7","HIV dis resulting in multiple diseases classif elsewhere"
"474","55","B23.0","Acute HIV infection syndrome"
"475","55","B23.1","HIV dis result (persistent) generalized lymphadenopathy"
"476","55","B23.2","HIV dis result haematologic / immunologic abnorm nec"
"477","55","B23.8","HIV disease resulting in other specified conditions"
"478","55","B24","Unspecified human immunodeficiency virus [hiv] disease"
"479","57","B25.0","Cytomegaloviral pneumonitis"
"480","57","B25.1","Cytomegaloviral hepatitis"
"481","57","B25.2","Cytomegaloviral pancreatitis"
"482","57","B25.8","Other cytomegaloviral diseases"
"483","57","B25.9","Cytomegaloviral disease, unspecified"
"484","56","B26.0","Mumps orchitis"
"485","56","B26.1","Mumps meningitis"
"486","56","B26.2","Mumps encephalitis"
"487","56","B26.3","Mumps pancreatitis"
"488","56","B26.8","Mumps with other complications"
"489","56","B26.9","Mumps without complication"
"490","57","B27.0","Gammaherpesviral mononucleosis"
"491","57","B27.1","Cytomegaloviral mononucleosis"
"492","57","B27.8","Other infectious mononucleosis"
"493","57","B27.9","Infectious mononucleosis, unspecified"
"494","57","B30.0","Keratoconjunctivitis due to adenovirus"
"495","57","B30.1","Conjunctivitis due to adenovirus"
"496","57","B30.2","Viral pharyngoconjunctivitis"
"497","57","B30.3","Acute epid haemorrhagic conjunctivitis (enteroviral)"
"498","57","B30.8","Other viral conjunctivitis"
"499","57","B30.9","Viral conjunctivitis, unspecified"
"500","57","B33.0","Epidemic myalgia"
"501","57","B33.1","Ross river disease"
"502","57","B33.2","Viral carditis"
"503","57","B33.3","Retrovirus infections, not elsewhere classified"
"504","57","B33.8","Other specified viral diseases"
"505","57","B34.0","Adenovirus infection, unspecified"
"506","57","B34.1","Enterovirus infection, unspecified"
"507","57","B34.2","Coronavirus infection, unspecified"
"508","57","B34.3","Parvovirus infection, unspecified"
"509","57","B34.4","Papovavirus infection, unspecified"
"510","57","B34.8","Other viral infections of unspecified site"
"511","57","B34.9","Viral infection, unspecified"
"512","58","B35.0","Tinea barbae and tinea capitis"
"513","58","B35.1","Tinea unguium"
"514","58","B35.2","Tinea manuum"
"515","58","B35.3","Tinea pedis"
"516","58","B35.4","Tinea corporis"
"517","58","B35.5","Tinea imbricata"
"518","58","B35.6","Tinea cruris"
"519","58","B35.8","Other dermatophytoses"
"520","58","B35.9","Dermatophytosis, unspecified"
"521","58","B36.0","Pityriasis versicolor"
"522","58","B36.1","Tinea nigra"
"523","58","B36.2","White piedra"
"524","58","B36.3","Black piedra"
"525","58","B36.8","Other specified superficial mycoses"
"526","58","B36.9","Superficial mycosis, unspecified"
"527","58","B37.0","Candidal stomatitis"
"528","58","B37.1","Pulmonary candidiasis"
"529","58","B37.2","Candidiasis of skin and nail"
"530","58","B37.3","Candidiasis of vulva and vagina"
"531","58","B37.4","Candidiasis of other urogenital sites"
"532","58","B37.5","Candidal meningitis"
"533","58","B37.6","Candidal endocarditis"
"534","58","B37.7","Candidal septicaemia"
"535","58","B37.8","Candidiasis of other sites"
"536","58","B37.9","Candidiasis, unspecified"
"537","58","B38.0","Acute pulmonary coccidioidomycosis"
"538","58","B38.1","Chronic pulmonary coccidioidomycosis"
"539","58","B38.2","Pulmonary coccidioidomycosis, unspecified"
"540","58","B38.3","Cutaneous coccidioidomycosis"
"541","58","B38.4","Coccidioidomycosis meningitis"
"542","58","B38.7","Disseminated coccidioidomycosis"
"543","58","B38.8","Other forms of coccidioidomycosis"
"544","58","B38.9","Coccidioidomycosis, unspecified"
"545","58","B39.0","Acute pulmonary histoplasmosis capsulati"
"546","58","B39.1","Chronic pulmonary histoplasmosis capsulati"
"547","58","B39.2","Pulmonary histoplasmosis capsulati, unspecified"
"548","58","B39.3","Disseminated histoplasmosis capsulati"
"549","58","B39.4","Histoplasmosis capsulati, unspecified"
"550","58","B39.5","Histoplasmosis duboisii"
"551","58","B39.9","Histoplasmosis, unspecified"
"552","58","B40.0","Acute pulmonary blastomycosis"
"553","58","B40.1","Chronic pulmonary blastomycosis"
"554","58","B40.2","Pulmonary blastomycosis, unspecified"
