288,NULL,Thyrotropic Release Factor Assay,0
289,NULL,Thyroid Stimulating Hormon/TSH,0
290,NULL,"Thyroid, tes fungsi yang lain",0
291,NULL,Vinyl Mandelic Acid/VMA,0
292,NULL,Pemeriksaan Lain,0
293,NULL,Analisa batu,0
294,NULL,Analisa cairan otak,0
295,NULL,Analisa cairan sendi,0
296,NULL,Analisa cairan tubuh,0
297,NULL,"Analisa sperma:volume, bau, warna, liquefaksi, vis",0
298,NULL,"Analisa tinja: sel darah, lemak, sisa makanan",0
299,NULL,Hemosiderin,0
300,NULL,Homosistein,0
301,NULL,Oval fat bodies,0
302,NULL,"Sel, hitung jenis",0
303,NULL,"Sel, hitung jumlah",0
304,NULL,Tes kehamilan,0
305,NULL,Troponin T/I,0
306,NULL,Urinalisis,0
307,NULL,Medis,0
308,NULL,Gait Analyzer,0
309,NULL,E M G,0
310,NULL,Uro Dinamic,0
311,NULL,Side Back,0
312,NULL,E N Tree,0
313,NULL,Spyrometer,0
314,NULL,Static Bicycle,0
315,NULL,Tread Mill,0
316,NULL,Body Platysmograf,0
317,NULL,Fisioterapi,0
318,NULL,Latihan Fisik,0
319,NULL,Aktinoterapi,0
320,NULL,Elektroterapi,0
321,NULL,Hidroterapi,0
322,NULL,Traksi Lumbal & Cervical,0
323,NULL,Okupasiterapi,0
324,NULL,Snoosien Room,0
325,NULL,Sensori Integrasi,0
326,NULL,Latihan aktivitas kehidupan sehari-hari,0
327,NULL,Proper Body Mekanik,0
328,NULL,Pembuatan Alat Lontar & Adaptasi Alat,0
329,NULL,Analisa Persiapan Kerja,0
330,NULL,Latihan Relaksasi,0
331,NULL,"Analisa & Intervensi, Persepsi, Kognitif, Psikomot",0
332,NULL,Terapi Wicara,0
333,NULL,Fungsi Bicara,0
334,NULL,Fungsi Bahasa / Laku,0
335,NULL,Fungsi Menelan,0
336,NULL,Psikolog Anak,0
337,NULL,Psikolog Dewasa,0
338,NULL,Sosial Medis,0
339,NULL,Evaluasi Lingkungan Rumah,0
340,NULL,Evaluasi Ekonomi,0
341,NULL,Evaluasi Pekerjaan,0
342,NULL,Ortotik Prostetik,0
343,NULL,Pembuatan Alat Bantu,0
344,NULL,Pembuatan Alat Anggota Tiruan,0
345,NULL,Kunjungan Rumah,0
346,NULL,Elektro Kardiographi (EKG),0
347,NULL,Elektro Myographi (EMG),0
348,NULL,Echo Cardiographi (ECG),0
349,NULL,Endoskopi (semua bentuk),0
350,NULL,Hemodialisa,0
351,NULL,Densometri Tulang,0
352,NULL,Pungsi,0
353,NULL,Spirometri,0
354,NULL,Tes Kulit/Alergi/Histamin,0
355,NULL,Topometri,0
356,NULL,Akupuntur,0
357,NULL,Hiperbarik,0
358,NULL,Herbal / Jamu,0
359,NULL,Psikotes,0
360,NULL,Konsultasi,0
361,NULL,Terapi Medikamentosa,0
362,NULL,Elektro Medik,0
363,NULL,Psikoterapi,0
364,NULL,Play Therapy,0
365,NULL,Rehabilitasi Medik Psikiatrik,0
366,NULL,IUD,0
367,NULL,Pil,0
368,NULL,Kondom,0
369,NULL,Obat Vaginal,0
370,NULL,MO Pria,0
371,NULL,MO Wanita,0
372,NULL,Suntikan,0
373,NULL,Implant,0
374,NULL,Registrasi Pasien Baru,100
