"90",NULL,"01.23","Reopening of craniotomy site"
"91",NULL,"01.24","Other craniotomy"
"92",NULL,"01.25","Other craniectomy"
"93",NULL,"01.3","Incision of brain and cerebral meninges"
"94",NULL,"01.31","Incision of cerebral meninges"
"95",NULL,"01.32","Lobotomy and tractotomy"
"96",NULL,"01.39","Other incision of brain"
"97",NULL,"01.4","Operations on thalamus and globus pallidus"
"98",NULL,"01.41","Operations on thalamus"
"99",NULL,"01.42","Operations on globus pallidus"
"100",NULL,"01.5","Other excision or destruction of brain and meninges"
"101",NULL,"01.51","Excision of lesion or tissue of cerebral meninges"
"102",NULL,"01.52","Hemispherectomy"
"103",NULL,"01.53","Lobectomy of brain"
"104",NULL,"01.59","Other excision or destruction of lesion or tissue of brain"
"105",NULL,"01.6","Excision of lesion of skull"
"106",NULL,"02.01","Opening of cranial suture"
"107",NULL,"02.02","Elevation of skull fracture fragments"
"108",NULL,"02.03","Formation of cranial bane flap"
"109",NULL,"02.04","bone graft to skull"
"110",NULL,"02.05","Insertion of skull plate"
"111",NULL,"02.06","Other cranial osteoplasty"
"112",NULL,"02.07","Removal of skull plate"
"113",NULL,"02.1","Cranioplasty"
"114",NULL,"02.11","Simple suture of dura mater of brain"
"115",NULL,"02.12","Other repair of cerebral meninges"
"116",NULL,"02.13","Ligation of meningeal vessel"
"117",NULL,"02.14","Choroid plexectomy"
"118",NULL,"02.2","Ventriculostomy"
"119",NULL,"02.3","Extracranial ventricular shunt"
"120",NULL,"02.31","Ventricular shunt to structure in head and neck"
"121",NULL,"02.32","Ventricular shunt to circulatory system"
"122",NULL,"02.33","Ventricular shunt to thoracic cavity"
"123",NULL,"02.34","Ventricular shunt to abdominal cavity ang organs"
"124",NULL,"02.35","Ventricular shunt to urinary system"
"125",NULL,"02.39","Other operations to establish drainage of ventricle"
"126",NULL,"02.4","Revision, removal, and irrigation of ventricular shunt"
"127",NULL,"02.41","Irrigation of ventricular shunt"
"128",NULL,"02.42","Replacement of ventrucular shunt"
"129",NULL,"02.43","Removal of ventricular shunt"
"130",NULL,"02.9","Other operations on skull, brain, and cerebral meninges"
"131",NULL,"02.91","Lysis of cortical adhesions"
"132",NULL,"02.92","Repair of brain"
"133",NULL,"02.93","Implantation of intracranial neurostimulator"
"134",NULL,"02.94","Insertion or replacement of skull tongs or halo traction"
"135",NULL,"02.95","Removal of skull tongs or halo travtion device"
"136",NULL,"02.96","Insertion of sphenoidal electrodes"
"137",NULL,"02.99","Other operation on skull"
"138",NULL,"03.0","Exploration and decompression of spinal canal structures"
"139",NULL,"03.01","Removal of foreign body from spinal canal"
"140",NULL,"03.02","Reopening of laminectomy site"
"141",NULL,"03.09","Other exploration and decompression of spinal canal"
"142",NULL,"03.1","Division of intraspinal nerve root"
"143",NULL,"03.2","Chordotomy"
"144",NULL,"03.21","Percutaneus chordotomy"
"145",NULL,"03.29","Other chordotomy"
"146",NULL,"03.31","Spinal tap"
"147",NULL,"03.32","Biopsy of spinal cord or spinal meninges"
"148",NULL,"03.39","Other diagnostic procedures on spinal cord and spinal"
"149",NULL,"03.4","Excision or destruction of lesion of spinal cord or spinal meninges"
"150",NULL,"03.5","Plastic operations on spinal cord structures"
"151",NULL,"03.51","Repair of spinal meningocele"
"152",NULL,"03.52","Repair of spinal myelomeningocele"
"153",NULL,"03.53","Repair of vertebral fracture"
"154",NULL,"03.59","Other repair and plastic operations on spinal cord"
"155",NULL,"03.6","Lysis of adhesions of spinal cord and nerve roots"
"156",NULL,"03.7","Shunt of spinal theca"
"157",NULL,"03.71","Spinal subarachnoid-peritoneal shunt"
"158",NULL,"03.72","Spinal subarachnoid-ureteral shunt"
"159",NULL,"03.79","Other shunt of spinal theca"
"160",NULL,"03.8","Injection of destructive agent into spinal canal"
"161",NULL,"03.9","Other operations on spinal cord and spinal canal structures"
"162",NULL,"03.90","Insertion of catheter into spinal canal for infusion"
"163",NULL,"03.91","Injection of anesthetic into spinal canal for analgessia"
"164",NULL,"03.92","Injection of other agent into spinal canal"
"165",NULL,"03.93","Insertion or replacement of spinal neurostimulator"
"166",NULL,"03.94","Removal of spinal neurostimulator"
"167",NULL,"03.95","Spinal blood patch"
"168",NULL,"03.96","Percutaneus denervation of facet"
"169",NULL,"03.97","Revision of spinal thecal shunt"
"170",NULL,"03.98","Removal of spinal thecal shunt"
"171",NULL,"03.99","Other operation on spinal cord and spinal canal structures"
"172",NULL,"04.0","Incision, division, and excision of cranial and peripheral nerves"
"173",NULL,"04.01","Excision of acoustic neuroma"
"174",NULL,"04.02","Division of trigeminal nerve"
"175",NULL,"04.03","Division or crushing of other cranial and peripheral nerves"
"176",NULL,"04.04","Other incision of cranial and peripheral nerves"
"177",NULL,"04.05","Gasserian ganglionectomy"
"178",NULL,"04.06","Other cranial or peripheral ganglionectomy"
"179",NULL,"04.07","Other excision or avulsion of cranial and peripheral"
"180",NULL,"04.1","Diagnostic procedures on peripheral nervous system"
"181",NULL,"04.11","Close (percutaneous) (needle) biopsy of cranial or peripheral"
"182",NULL,"04.12","Open biopsy of cranial or peripheral nerve or ganglion"
"183",NULL,"04.19","Other diagnostic procedures on cranial and peripheral"
"184",NULL,"04.2","Destruction of cranial and peripheral nerves"
"185",NULL,"04.3","Suture of cranial and peripheral nerves"
"186",NULL,"04.4","Lysis of adhesions and decompression of cranial and peripheral nerves"
"187",NULL,"04.41","Decompression of trigeminal nerve root"
"188",NULL,"04.42","Other cranial nerve decompression"
"189",NULL,"04.43","Release of carpal tunnel"
"190",NULL,"04.44","Release of tarsal tunnel"
"191",NULL,"04.49","Other peripheral nerve or ganglion decompression or lysis"
"192",NULL,"04.5","Cranial or peripheral nerve graft"
"193",NULL,"04.6","Transposition of cranial and peripheral nerves"
"194",NULL,"04.7","Other cranial or peripheral neuroplasty"
"195",NULL,"04.71","Hypoglossal-facial anastomosis"
"196",NULL,"04.72","Accessory-facial anastomosis"
"197",NULL,"04.73","Accessory-hypoglossal anastomosis"
"198",NULL,"04.74","Other anastomosis of cranial or peripheral nerve"
"199",NULL,"04.75","Revision of previous repair of cranial and peripheral nerves"
"200",NULL,"04.76","Repair of old traumatic injury of cranial and peripheral"
"201",NULL,"04.79","Other neuroplasty"
"202",NULL,"04.8","Injection into peripheral nerve"
"203",NULL,"04.80","Peripheral nerve injection, NOS"
"204",NULL,"04.81","Injection of anesthetic into perpheral nerve for analgesia"
"205",NULL,"04.89","Injection of other agent, except neurolytic"
"206",NULL,"04.9","Other operations on cranial and peripheral nerves"
"207",NULL,"04.91","Neurectasis"
"208",NULL,"04.92","Implantation of replecement of peripheral neurostimulator"
"209",NULL,"04.93","Removal of peripheral neurostimulator"
"210",NULL,"04.99","Other operations on cranial and peripheral nerves"
"211",NULL,"05.0","Division of sympathetic nerve ganglion"
"212",NULL,"05.1","Diagnostic procedures on sympathetic nerves or ganglia"
"213",NULL,"05.11","Biopsy of sympathetic nerve ganglion"
"214",NULL,"05.19","Other diagnostic procedures on sympathetic nerves or ganglia"
"215",NULL,"05.2","Sympathectomy"
"216",NULL,"05.21","Sphenopalatine ganglionectomy"
"217",NULL,"05.22","Cervical sympathectomy"
"218",NULL,"05.23","lumbar sympathectomy"
"219",NULL,"05.24","Presacral sympathectomy"
"220",NULL,"05.25","Periarterial sympathectomy"
"221",NULL,"05.29","Other sympathectomy and ganglionectomy"
"222",NULL,"05.3","Injection into sympathetic nerve or ganglion"
"223",NULL,"05.31","Injection of anesthetic into sympathetic neve for analgesia"
"224",NULL,"05.32","Injection of neurolytic agent into sympathetic nerve"
"225",NULL,"05.39","Other injection into sympathetic nerve ganglion"
"226",NULL,"05.8","Other operations on sympathetic nerves or ganglia"
"227",NULL,"05.81","Repair of sympathetic nerve or ganglia"
"228",NULL,"05.89","Other operation on sympathetic nerves or ganglia"
"229",NULL,"05.9","Other operations on nervous system"
"230",NULL,"06.0","Incision of thyroid field"
"231",NULL,"06.01","Aspiration of thyroid field"
"232",NULL,"06.02","Reopening of wound of thyroid field"
"233",NULL,"06.09","Other incision of thyroid field"
"234",NULL,"06.1","Diagnostic procedures on thyroid and parathyroid glands"
"235",NULL,"06.11","Close (percutaneous) (needle) biopsy of thyroid gland"
"236",NULL,"06.12","Open biopsy of thyroid gland"
"237",NULL,"06.13","Biopsy of parathyroid gland"
"238",NULL,"06.19","Other diagnostic procedures on thyroid and parathyroid glands"
"239",NULL,"06.2","Unilateral thyroid lobectomy"
"240",NULL,"06.31","Excision of lesion of thyroid"
"241",NULL,"06.39","Other partial thyroidectomy"
"242",NULL,"06.4","Complete thyroidectomy"
"243",NULL,"06.50","Substernal thyroidectomy"
"244",NULL,"06.51","Partial subternal thyroidectomy"
"245",NULL,"06.52","Complete substernal thyroidectomy"
"246",NULL,"06.6","Excision of lingual thyroid"
"247",NULL,"06.7","Excision of thyroglossal duct or tract"
"248",NULL,"06.8","Parathyroidectomy"
"249",NULL,"06.81","Complete parathyroidectomy"
"250",NULL,"06.89","Other parathyroidectomy"
"251",NULL,"06.9","Other operations on thyroid (region) and parathyroid"
"252",NULL,"06.91","Division of thyroid isthmus"
"253",NULL,"06.92","Ligation of thyroid vessels"
"254",NULL,"06.93","Suture of thyroid gland"
"255",NULL,"06.94","Thyroid tissue reimplantation"
"256",NULL,"06.95","Parathyroid tissue reimplantation"
"257",NULL,"06.98","Other operations on thyroid glands"
"258",NULL,"06.99","Other operations on parathyroid glands"
"259",NULL,"07.0","Exploration of adrenal field"
"260",NULL,"07.00","Exploration of adrenal field, not otherwise specified"
"261",NULL,"07.01","Unilateral exploration of adrenal field"
"262",NULL,"07.02","Bilateral explaration of adrenal field"
"263",NULL,"07.1","Diagnostic procedures on adrenal glands, pituitary gland, pineal gland, and thymus"
"264",NULL,"07.11","Close (percutaneous) (needle) biobsy of adrenal"
"265",NULL,"07.12","Open biopsy of adrenal gland"
"266",NULL,"07.13","Biopsy of pituitary gland, transfrontal approach"
"267",NULL,"07.14","Biopsy of pituitary gland, transsphenoidal approach"
"268",NULL,"07.15","Biopsy of pituitary gland, unspecified approach"
"269",NULL,"07.16","Biopsy of thymus"
"270",NULL,"07.17","Biopsy of pineal gland"
"271",NULL,"07.19","Other diagnostic procedures on adrenal glands"
"272",NULL,"07.2","Partial adrenalectomy"
"273",NULL,"07.21","Excision of lesion of adrenal gland"
"274",NULL,"07.22","Unilateral adrenalectomy"
"275",NULL,"07.29","Other partial adrenalectomy"
"276",NULL,"07.3","Bilateral adrenalectomy"
"277",NULL,"07.4","Other operations on adrenal glands, nerves, and vessels"
"278",NULL,"07.41","Incision of adrenal gland"
"279",NULL,"07.42","Division of nerves to adrenal glans"
"280",NULL,"07.43","Ligation of adrenal vessels"
"281",NULL,"07.44","Repair of adrenal gland"
"282",NULL,"07.45","Reimplantation of adrenal tissue"
"283",NULL,"07.49","Other operations on adrenal glans"
"284",NULL,"07.5","Operations on pineal gland"
"285",NULL,"07.51","Exploration of pineal field"
"286",NULL,"07.52","Incision of pineal gland"
"287",NULL,"07.53","Partial excision of pineal gland"
"288",NULL,"07.54","Total excision of pineal gland"
"289",NULL,"07.59","Other operations on pineal gland"
"290",NULL,"07.6","Hypophysectomy"
"291",NULL,"07.61","Partial excision of pituitary gland, transfrontal approach"
"292",NULL,"07.62","Partial excision of pituitary gland, transsphenoidal approach"
"293",NULL,"07.63","Partial excision of pituitary gland, unspecified approach"
"294",NULL,"07.64","Total excision of pituitary gland, transfrontal approach"
"295",NULL,"07.65","Total excision of pituitary gland, transsphenoidal approach"
"296",NULL,"07.68","Total excision of pituitary gland, other specified appoach"
"297",NULL,"07.69","Total excision of pituitary gland, unspecified approach"
"298",NULL,"07.7","Other operations on hypophysis"
"299",NULL,"07.71","Exploration of pituitary fossa"
"300",NULL,"07.72","Incision of pituitary gland"
"301",NULL,"07.79","Other operations on hypophysis"
"302",NULL,"07.8","Thymectomy"
"303",NULL,"07.80","Thymectomy NOS"
"304",NULL,"07.81","Patrial excision of thymus"
"305",NULL,"07.82","Total excision of thymus"
"306",NULL,"07.9","Other operations on thymus"
"307",NULL,"07.91","Exploration of thymus field"
"308",NULL,"07.92","Incision of thymus"
"309",NULL,"07.93","Repair of thymus"
"310",NULL,"07.94","Transplantation of thymus"
"311",NULL,"07.99","Other operation on thymus"
"312",NULL,"08.0","Incision of eyelid"
"313",NULL,"08.01","Incision of lid margin"
"314",NULL,"08.02","Severing of blepharorrhaphy"
"315",NULL,"08.09","Other incision of eyelid"
"316",NULL,"08.1","Diagnostic procedures on eyelid"
"317",NULL,"08.11","Biopsy of eyelid"
"318",NULL,"08.19","Other diagnostic procedures on eyelid"
"319",NULL,"08.2","Excision or destruction of lesion or tissue of eyelid"
"320",NULL,"08.20","Removal of lesion of eyelid, not otherwise specified"
"321",NULL,"08.21","Excision of chalazion"
"322",NULL,"08.22","Excision of other minor lesion of eyelid"
"323",NULL,"08.23","Excision of major lesion of eyelid, partial-thickness"
"324",NULL,"08.24","Excision of major lesion of eyelid, full-thickness"
"325",NULL,"08.25","Destruction of lesion of eyelid"
"326",NULL,"08.3","Repair of blepharoptosis and lid retraction"
"327",NULL,"08.31","Repair of blepharoptosis by frontalis muscle"
"328",NULL,"08.32","Repair of blepharoptosis by frontalis muscle technigue with fascial sling"
"329",NULL,"08.33","Repair of blepharoptosis by resection or advancement of levator"
"330",NULL,"08.34","Repair of blepharoptosis by other levator muscle techniques"
"331",NULL,"08.35","Repair of blepharoptosis by tarsal techniques"
"332",NULL,"08.36","Repair of blepharoptosis by other techniques"
"333",NULL,"08.37","Reduction of over correction of ptosis"
"334",NULL,"08.38","Correction of lid retraction"
"335",NULL,"08.4","Repair of entropion or ectropion"
"336",NULL,"08.41","Repair of entropion or ectropion by thermocauterization"
"337",NULL,"08.42","Repair of entropion or ectropion by suture technique"
"338",NULL,"08.43","Repair of entropion or ectropion with wedge resection"
"339",NULL,"08.44","Repair of entropion or ectropion with fid reconstruction"
"340",NULL,"08.49","Other repair of entropion or ectropion"
"341",NULL,"08.5","Other adjustment of lid position"
"342",NULL,"08.51","Canthotomy"
"343",NULL,"08.52","Blepharorrhaphy"
"344",NULL,"08.59","Other adjustment of lid position canthoplasty NOS"
"345",NULL,"08.6","Reconstruction of eyelid with flaps or grafts"
"346",NULL,"08.61","Reconstruction of eyelid with skin flap or graft"
"347",NULL,"08.62","Reconstruction of eyelid with mucous"
"348",NULL,"08.63","Reconstruction of eyelid with hair follicle graft"
"349",NULL,"08.64","Reconstruction of eyelid with tarsoconjuctival"
"350",NULL,"08.69","Other reconstruction of eyelid with flaps or grafts"
"351",NULL,"08.7","Other reconstruction of eyelid"
"352",NULL,"08.70","Reconstruction of eyelid NOS"
"353",NULL,"08.71","Reconctruction of eyelid invloing lid margin, partial thickness"
"354",NULL,"08.72","Other reconstruction of eyelid, partial thickness"
"355",NULL,"08.73","Reconstruction of eyelid involving lid margin full thickness"
"356",NULL,"08.74","Other reconstruction of eyelid, full-thickness"
"357",NULL,"08.8","Other repair of eyelid"
"358",NULL,"08.81","Linear repair of laceration of eyelid or eyebrow"
"359",NULL,"08.82","Repair of laceration involving lid margin, partial thickness"
"360",NULL,"08.83","Other repair of laceration of eyelid, partial-hickness"
"361",NULL,"08.84","Repair of laceration involving lid margin, full-thickness"
"362",NULL,"08.85","Other repair of laceration of eyelid, full-thickness"
"363",NULL,"08.86","Lower eyelid rhytidectomy"
"364",NULL,"08.87","Upper eyelid rhytidectomy"
"365",NULL,"08.89","Other eyelid repair"
"366",NULL,"08.9","Other operations on eyelids"
"367",NULL,"08.91","Electrosugical epilation of eyelid"
"368",NULL,"08.92","Cryosurgical epilation of eyelid"
"369",NULL,"08.93","Other epilation of eyelid"
"370",NULL,"08.99","Other operation on lacrimal system"
"371",NULL,"09.0","Incision of lacrimal gland"
"372",NULL,"09.1","Biopsy of lacrimal gland"
"373",NULL,"09.11","Biopsy of lacrimal gland"
"374",NULL,"09.12","Biopsy of lacrimal sac"
"375",NULL,"09.19","Other diagnostic procedures on lacrimal system"
"376",NULL,"09.2","Excision of lesion or tissue of lacrimal gland"
"377",NULL,"09.20","Excision of lacrimal gland, NOS"
"378",NULL,"09.21","Excision of lesion of lactimal gland"
"379",NULL,"09.22","Other partial dacryoadenectomy"
"380",NULL,"09.23","Total dacryoadenectomy"
"381",NULL,"09.3","Other operations on lacrimal gland"
"382",NULL,"09.4","Manipulation of lacrimal passage"
"383",NULL,"09.41","Probing of lacrimal punctum"
"384",NULL,"09.42","Probing of lacrimal canaliculi"
"385",NULL,"09.43","Probing of nasolacrimal duct"
"386",NULL,"09.44","Intubation of nasolacrimal duct"
"387",NULL,"09.49","Other manipulation of lacrimal passage"
"388",NULL,"09.51","Incision of lacrimal sac and passages"
"389",NULL,"09.51","Incision of lacrimal punctum"
"390",NULL,"09.52","Incision of lacrimal canaliculi"
"391",NULL,"09.53","Incision of lacrimal sac"
"392",NULL,"09.59","Other incision of lacrimal passages"
"393",NULL,"09.6","Excision of lacrimal sac and passage"
"394",NULL,"09.7","Repair of canaliculus and punctum"
"395",NULL,"09.71","Correction of everted punctum"
"396",NULL,"09.72","Other repair of punctum"
"397",NULL,"09.73","Repair of canaliculus"
"398",NULL,"09.8","Fistulization of lacrimal tract to nasal cavity"
"399",NULL,"09.81","Dacryocystorhinostomy"
"400",NULL,"09.82","Conjuctivocystorhinostomy"
"401",NULL,"09.83","Conjuctivocystorhinostomy with insertion of tube or stent"
"402",NULL,"09.9","Other operations on lacrimal system"
"403",NULL,"09.91","Obliteration of lacrimal punctum"
"404",NULL,"09.99","Other operations on conjunctiva"
"405",NULL,"10.0","Removal of embedded foreign body from conjuntiva"
"406",NULL,"10.1","Other incision of conjunctiva"
"407",NULL,"10.2","Diagnostic procedures on conjunctiva"
"408",NULL,"10.21","Biopsy of conjunctiva"
"409",NULL,"10.29","Other diagnostic procedures on conjunctiva"
"410",NULL,"10.3","Excision or destruction of lesion or tissue of conjunctiva"
"411",NULL,"10.31","Excision of lesion or tissue of conjunctiva"
"412",NULL,"10.32","Destruction of lesion of conjunctiva"
"413",NULL,"10.33","Other destructive procedures on conjunctiva"
"414",NULL,"10.4","Conjunctivoplasty"
"415",NULL,"10.41","Repair of symblepharon with free graft"
"416",NULL,"10.42","Reconstruction of conjunctival cul-de-sac with free graft"
"417",NULL,"10.43","Other reconstruction of conjunctival cul-de-sac"
"418",NULL,"10.44","Other free graft to conjunctiva"
"419",NULL,"10.49","Other conjunctivoplasty"
"420",NULL,"10.5","Lysis of adhesions of conjunctiva and eyelid"
"421",NULL,"10.6","Repair of laceration of conjunctiva"
"422",NULL,"10.91","Subconjunctival injection"
"423",NULL,"10.99","Others"
"424",NULL,"11.0","Magnetic removal of embedded foreign body from comea"
"425",NULL,"11.1","Incision of comea"
"426",NULL,"11.2","Diagnostic procedures on cornea"
"427",NULL,"11.21","Scraping of comea for smear or culture"
"428",NULL,"11.22","Biopsy of cornea"
"429",NULL,"11.29","Other diagnostic procedures on comea"
"430",NULL,"11.3","Excision of pterygium"
"431",NULL,"11.31","transposition of pterygium"
"432",NULL,"11.32","excision of pterygium with corneal graft"
"433",NULL,"11.39","Other excision of pterygium"
"434",NULL,"11.4","Excision or destruction of tissue or other lesion of cornea"
"435",NULL,"11.41","Mechanical removal of comeal epithelium"
"436",NULL,"11.42","Themocautenzation of comeal lesion"
"437",NULL,"11.43","Cryotherapy of comeal lesion"
"438",NULL,"11.49","Other removal or destruction of comeal lesion"
"439",NULL,"11.5","Repair of cornea"
"440",NULL,"11.51","Suture of comeal laceration"
"441",NULL,"11.52","Repair of postoperative wound dehiscence of cornea"
"442",NULL,"11.53","Repair of corneal laceration or wound with conjuntival flap"
"443",NULL,"11.59","Other repair of cornea"
"444",NULL,"11.6","Corneal transplant"
"445",NULL,"11.60","Comeal transplant, NOS"
"446",NULL,"11.61","Lamellar keratoplasty with autograft"
"447",NULL,"11.62","Other lamellar keratoplasty"
"448",NULL,"11.63","Penetrating keratoplasty with autograft"
"449",NULL,"11.64","Other penetrating keratoplasty"
"450",NULL,"11.69","Other comeal transplant"
"451",NULL,"11.7","Other reconstructive and refractive surgery on cornea"
"452",NULL,"11.71","Keratomileusis"
"453",NULL,"11.72","Keratophakia"
"454",NULL,"11.73","Keratoprosthesis"
"455",NULL,"11.74","Thermokeratoplasty"
"456",NULL,"11.75","Radial keratotomy"
"457",NULL,"11.76","Epikeratophakia"
"458",NULL,"11.79","Other reconstructive and refractive surgery on cornea"
"459",NULL,"11.9","Other operations on cornea"
"460",NULL,"11.91","Tattooing of cornea"
"461",NULL,"11.92","Removal of artificial implant from cornea"
"462",NULL,"11.99","Other operations operations on cornea"
"463",NULL,"12.0","Removal of intraocular foreign body from anterior segment of eye"
"464",NULL,"12.00","Removal of intraocular foreign body from anterior segment of eye, NOS"
"465",NULL,"12.01","Removal of intraocular fireign body from anterior segment of eye with use of magnet"
"466",NULL,"12.02","Removal of intraocular foreign body from anterior segment of eye without use of magnet"
"467",NULL,"12.1","Iridotomy and simple iridectomy"
"468",NULL,"12.11","Iridotomy with transfixion"
"469",NULL,"12.12","Other iridotomy"
"470",NULL,"12.13","Excision of prolapsed iris"
"471",NULL,"12.14","Other iridectomy"
"472",NULL,"12.2","Diagnostic procedures on iris, ciliary body, sclera, and anterior chamber"
"473",NULL,"12.21","Diagnostic aspiration of anteroir chamber of eye"
"474",NULL,"12.22","Biopsy of iris"
"475",NULL,"12.29","Other diagnostic procedures on iris, ciliary body"
"476",NULL,"12.3","Iridoplasty and coreoplasty"
"477",NULL,"12.31","Lysis of goniosynechiae"
"478",NULL,"12.32","Lysis of other ant synechiae"
"479",NULL,"12.33","lysis of posterior sysnechiae"
"480",NULL,"12.34","lysis of coerneovitreal adhesions"
"481",NULL,"12.35","Coreoplasty"
"482",NULL,"12.39","Other iridoplasty"
"483",NULL,"12.4","Excision or destruction of lesion of iris and ciliary body"
"484",NULL,"12.40","Removal of lesion of anterior segment of eye, NOS"
"485",NULL,"12.41","Destruction of lesion of iris, nonexcisional"
"486",NULL,"12.42","Excision of lesion of iris"
"487",NULL,"12.43","Destruction of lesion of ciliary body, nonexcisional"
"488",NULL,"12.44","Excision of lesion of ciliary body"
"489",NULL,"12.5","Facilitation of intraocular circulation"
"490",NULL,"12.51","Goniopuncture without goniotomy"
